,car_id,date,mileage,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,oil_quality,engine_performance,vibration_level,engine_temperature,maintenance_needed
862,3,2022-05-13,10396,17.94,63.75,0.0,7.49,90.12,86.72,8.99,73.96,1
863,3,2022-05-14,10435,7.03,41.08,0.0,7.471,90.06,86.68,1.81,75.73,1
864,3,2022-05-15,10522,24.19,75.64,0.0,7.43,89.98,86.68,1.26,74.09,1
865,3,2022-05-16,10550,25.51,45.47,0.0,7.416,89.91,86.68,6.88,76.46,1
866,3,2022-05-17,10590,39.23,29.68,0.0,7.396,89.83,86.68,5.05,75.71,1
867,3,2022-05-18,10663,30.96,58.3,0.0,7.362,89.79,86.67,5.82,75.63,1
868,3,2022-05-19,10752,9.64,55.31,0.0,7.319,89.74,86.64,6.18,72.48,1
869,3,2022-05-20,10819,8.5,71.85,0.0,7.285,89.69,86.62,6.58,75.82,1
870,3,2022-05-21,10843,27.39,50.88,0.0,7.273,89.64,86.6,5.44,74.32,1
871,3,2022-05-22,10922,33.69,28.39,0.0,7.233,89.62,86.58,4.6,74.95,1
872,3,2022-05-23,11006,7.55,85.14,0.0,7.194,89.55,86.57,3.76,75.94,1
873,3,2022-05-24,11087,-7.91,63.67,0.0,7.155,89.53,86.55,2.29,73.31,1
874,3,2022-05-25,11144,34.01,87.26,0.0,7.126,89.45,86.52,5.28,76.95,1
875,3,2022-05-26,11206,3.43,74.36,0.0,7.094,89.35,86.5,2.42,74.92,1
876,3,2022-05-27,11249,38.08,55.8,0.0,7.07,89.32,86.48,5.94,75.89,1
877,3,2022-05-28,11288,-0.73,64.4,0.0,7.051,89.23,86.45,6.62,75.19,1
878,3,2022-05-29,11347,21.9,73.84,0.0,7.023,89.18,86.45,3.23,75.05,1
879,3,2022-05-30,11390,3.29,50.69,0.0,7.002,89.12,86.44,4.76,75.46,1
880,3,2022-05-31,11435,11.47,48.55,0.0,6.978,89.05,86.41,5.87,75.88,1
881,3,2022-06-01,11506,-5.34,71.71,0.0,6.944,88.98,86.39,-0.09,75.84,1
882,3,2022-06-02,11544,-1.9,69.06,0.0,6.926,88.9,86.37,1.67,76.43,1
883,3,2022-06-03,11617,12.57,37.29,0.0,6.887,88.84,86.35,4.68,76.29,1
884,3,2022-06-04,11677,34.52,46.88,0.0,6.856,88.78,86.34,3.33,75.25,1
885,3,2022-06-05,11731,10.72,21.04,0.0,6.829,88.74,86.33,3.8,74.82,1
886,3,2022-06-06,11810,16.72,78.28,0.0,6.789,88.67,86.32,2.71,74.9,1
887,3,2022-06-07,11844,-1.55,74.24,0.0,6.773,88.61,86.31,5.66,77.12,1
888,3,2022-06-08,11913,37.87,42.27,0.0,6.74,88.58,86.27,3.14,76.95,1
889,3,2022-06-09,11968,4.51,57.88,0.0,6.713,88.53,86.25,6.4,77.21,1
890,3,2022-06-10,12000,31.01,48.29,0.0,6.695,88.46,86.23,4.46,75.3,1
891,3,2022-06-11,12091,14.75,79.26,0.0,6.648,88.42,86.2,3.31,74.51,1
892,3,2022-06-12,12152,25.64,58.85,0.0,6.617,88.38,86.17,7.62,76.67,1
893,3,2022-06-13,12237,0.48,81.93,0.0,6.575,88.34,86.15,4.45,76.53,1
894,3,2022-06-14,12285,8.86,83.45,0.0,6.552,88.3,86.12,8.33,76.62,1
895,3,2022-06-15,12363,7.19,68.57,0.0,6.512,88.24,86.1,6.86,76.28,1
896,3,2022-06-16,12437,-4.38,44.34,0.0,6.474,88.19,86.08,5.42,77.87,1
897,3,2022-06-17,12480,31.51,49.35,0.0,6.452,88.12,86.07,9.1,75.06,1
898,3,2022-06-18,12575,33.14,25.59,0.0,6.405,88.09,86.04,4.25,76.66,1
899,3,2022-06-19,12633,-9.41,41.05,0.0,6.378,88.04,86.03,6.27,76.05,1
900,3,2022-06-20,12679,39.93,36.48,0.0,6.355,88.04,86.01,5.75,75.63,1
901,3,2022-06-21,12747,-9.45,41.85,0.0,6.322,88.02,85.98,2.54,76.02,1
902,3,2022-06-22,12773,23.55,72.78,0.0,6.309,88.0,85.96,8.53,78.79,1
903,3,2022-06-23,12824,36.22,58.44,0.0,6.283,87.97,85.93,4.54,77.19,1
904,3,2022-06-24,12886,31.43,77.6,0.0,6.251,87.94,85.92,3.18,76.79,1
905,3,2022-06-25,12911,-9.95,70.07,0.0,6.239,87.9,85.92,3.07,77.23,1
906,3,2022-06-26,12970,5.93,51.4,0.0,6.211,87.86,85.9,6.95,76.59,1
907,3,2022-06-27,13010,5.24,89.31,0.0,6.193,87.84,85.89,6.99,77.05,1
908,3,2022-06-28,13045,4.12,78.47,0.0,6.176,87.8,85.86,3.88,75.79,1
909,3,2022-06-29,13074,-4.39,40.39,0.0,6.162,87.72,85.85,5.72,75.78,1
910,3,2022-06-30,13095,18.59,60.87,0.0,6.152,87.69,85.83,6.26,76.22,1
911,3,2022-07-01,13179,-1.03,21.78,0.0,6.11,87.61,85.79,5.43,75.73,1
912,3,2022-07-02,13208,21.19,33.23,0.0,6.095,87.57,85.78,6.06,76.2,1
913,3,2022-07-03,13304,31.61,39.92,0.0,6.048,87.55,85.78,7.52,76.84,1
914,3,2022-07-04,13359,-8.31,61.52,0.0,6.021,87.54,85.76,4.93,75.71,1
915,3,2022-07-05,13445,37.72,28.1,0.0,5.979,87.52,85.73,7.99,76.28,1
916,3,2022-07-06,13495,34.09,78.71,0.0,5.956,87.44,85.71,1.06,76.17,1
917,3,2022-07-07,13579,33.59,30.91,0.0,5.914,87.37,85.7,3.55,75.42,1
918,3,2022-07-08,13675,17.38,30.12,0.0,5.867,87.3,85.69,2.83,76.38,1
919,3,2022-07-09,13724,26.95,47.78,0.0,5.843,87.26,85.68,7.38,77.04,1
920,3,2022-07-10,13782,30.69,54.55,0.0,5.813,87.2,85.67,5.84,77.21,1
921,3,2022-07-11,13840,36.94,70.56,0.0,5.784,87.13,85.65,7.26,74.4,1
922,3,2022-07-12,13927,30.15,49.9,0.0,5.741,87.09,85.62,2.51,77.41,1
923,3,2022-07-13,14023,-0.05,85.54,0.0,5.693,87.06,85.6,3.68,76.74,1
924,3,2022-07-14,14077,15.39,31.36,0.0,5.665,87.02,85.59,4.01,75.82,1
925,3,2022-07-15,14143,1.24,56.36,0.0,5.632,87.0,85.56,7.15,75.65,1
926,3,2022-07-16,14222,-7.62,35.35,0.0,5.594,86.91,85.54,3.11,78.41,1
927,3,2022-07-17,14271,11.25,29.85,0.0,5.567,86.84,85.53,0.27,75.56,1
928,3,2022-07-18,14314,2.82,20.7,0.0,5.545,86.77,85.51,8.04,74.48,1
929,3,2022-07-19,14334,1.55,72.05,0.0,5.534,86.7,85.5,3.85,77.77,1
930,3,2022-07-20,14363,-1.37,20.18,0.0,5.52,86.64,85.5,2.78,76.43,1
931,3,2022-07-21,14433,13.95,21.22,0.0,5.485,86.57,85.47,8.6,76.4,1
932,3,2022-07-22,14509,26.8,29.68,0.0,5.447,86.56,85.45,4.04,77.6,1
933,3,2022-07-23,14608,31.94,50.0,0.0,5.399,86.5,85.42,6.78,75.64,1
934,3,2022-07-24,14704,29.62,41.48,0.0,5.35,86.44,85.39,6.09,76.95,1
935,3,2022-07-25,14764,-9.9,70.8,0.0,5.318,86.41,85.36,7.63,76.7,1
936,3,2022-07-26,14802,3.57,32.96,0.0,5.296,86.37,85.34,3.76,76.72,1
937,3,2022-07-27,14848,-5.22,66.12,0.0,5.274,86.33,85.32,8.7,76.73,1
938,3,2022-07-28,14872,33.45,85.38,0.0,5.262,86.3,85.29,5.77,76.04,1
939,3,2022-07-29,14898,17.99,75.28,0.0,5.249,86.26,85.27,6.59,78.5,1
940,3,2022-07-30,14996,13.02,45.51,0.0,5.199,86.23,85.24,7.94,76.86,1
941,3,2022-07-31,15031,13.79,57.56,0.0,5.182,86.16,85.22,3.83,78.11,1
942,3,2022-08-01,15129,-4.08,89.75,0.0,5.133,86.09,85.2,7.42,75.2,1
943,3,2022-08-02,15174,15.19,65.22,0.0,5.111,86.04,85.17,5.23,76.19,1
944,3,2022-08-03,15226,6.6,30.85,0.0,5.084,86.02,85.14,3.59,77.63,1
945,3,2022-08-04,15311,25.61,60.58,0.0,5.044,85.94,85.12,6.02,78.64,1
946,3,2022-08-05,15399,31.11,59.39,0.0,5.001,85.92,85.11,5.43,75.74,1
947,3,2022-08-06,15474,0.77,34.02,0.0,4.962,85.88,85.09,6.93,78.23,1
948,3,2022-08-07,15529,31.55,22.91,0.0,4.937,85.81,85.07,5.56,77.0,1
949,3,2022-08-08,15610,35.51,64.14,0.0,4.895,85.8,85.05,5.56,78.09,1
950,3,2022-08-09,15645,20.7,57.23,0.0,4.877,85.71,85.04,5.72,77.69,1
951,3,2022-08-10,15720,36.93,23.77,0.0,4.841,85.61,85.03,5.11,77.98,1
952,3,2022-08-11,15814,7.68,75.8,0.0,4.793,85.58,85.0,8.05,79.11,1
953,3,2022-08-12,15871,14.21,58.5,0.0,4.765,85.55,84.98,2.9,75.96,1
954,3,2022-08-13,15905,18.39,78.21,0.0,4.749,85.51,84.97,2.17,78.55,1
955,3,2022-08-14,15963,20.17,41.84,0.0,4.719,85.46,84.97,2.63,78.45,1
956,3,2022-08-15,15999,-6.02,60.84,0.0,4.702,85.43,84.95,2.02,76.16,1
957,3,2022-08-16,16049,-1.19,62.51,0.0,4.677,85.39,84.93,6.56,78.31,1
958,3,2022-08-17,16102,19.9,54.29,0.0,4.65,85.35,84.92,3.62,77.79,1
959,3,2022-08-18,16143,35.61,82.5,0.0,4.631,85.3,84.89,3.69,76.34,1
960,3,2022-08-19,16200,28.5,80.67,0.0,4.604,85.24,84.86,4.65,78.74,1
961,3,2022-08-20,16243,35.19,48.69,0.0,4.584,85.18,84.85,5.15,78.26,1
962,3,2022-08-21,16312,26.39,28.5,0.0,4.55,85.1,84.81,5.05,79.1,1
963,3,2022-08-22,16368,34.7,85.54,0.0,4.522,85.01,84.79,1.86,78.01,1
964,3,2022-08-23,16447,35.44,21.48,0.0,4.48,84.95,84.77,3.74,79.16,1
965,3,2022-08-24,16506,27.86,35.89,0.0,4.452,84.9,84.75,4.83,78.02,1
966,3,2022-08-25,16548,3.27,41.18,0.0,4.431,84.82,84.74,3.54,76.74,1
967,3,2022-08-26,16600,15.6,42.37,0.0,4.407,84.8,84.72,7.37,78.41,1
968,3,2022-08-27,16646,35.8,87.07,0.0,4.382,84.75,84.7,2.94,77.46,1
969,3,2022-08-28,16711,14.32,63.77,0.0,4.347,84.7,84.68,4.66,78.36,1
970,3,2022-08-29,16790,21.25,74.59,0.0,4.307,84.65,84.68,-1.85,75.83,1
971,3,2022-08-30,16825,16.94,38.04,0.0,4.289,84.58,84.66,4.35,78.91,1
972,3,2022-08-31,16893,15.94,22.36,0.0,4.256,84.59,84.64,2.72,77.77,1
973,3,2022-09-01,16991,15.66,36.97,0.0,4.206,84.55,84.6,1.41,75.71,1
974,3,2022-09-02,17027,10.55,57.7,0.0,4.189,84.47,84.58,4.88,77.83,1
975,3,2022-09-03,17111,-3.19,64.13,0.0,4.147,84.43,84.57,2.41,77.87,1
976,3,2022-09-04,17199,5.27,42.5,0.0,4.102,84.37,84.58,5.89,78.68,1
977,3,2022-09-05,17280,34.86,82.36,0.0,4.06,84.31,84.58,5.54,77.23,1
978,3,2022-09-06,17344,26.25,87.55,0.0,4.027,84.22,84.57,2.18,79.68,1
979,3,2022-09-07,17435,8.98,46.8,0.0,3.98,84.16,84.53,3.61,79.06,1
980,3,2022-09-08,17498,31.57,39.22,0.0,3.951,84.09,84.52,2.81,77.99,1
981,3,2022-09-09,17558,27.5,26.95,0.0,3.921,84.04,84.5,7.16,77.99,1
982,3,2022-09-10,17648,-5.8,67.71,0.0,3.876,83.99,84.49,5.86,79.21,1
983,3,2022-09-11,17694,28.95,70.33,0.0,3.853,83.94,84.47,5.75,79.35,1
984,3,2022-09-12,17739,39.85,51.91,0.0,3.832,83.88,84.46,5.15,76.9,1
985,3,2022-09-13,17770,-9.64,42.16,0.0,3.817,83.83,84.43,4.06,77.44,1
986,3,2022-09-14,17856,26.92,76.43,0.0,3.774,83.8,84.39,6.04,77.85,1
987,3,2022-09-15,17915,-0.36,47.26,0.0,3.742,83.73,84.38,5.46,76.79,1
988,3,2022-09-16,17983,2.66,86.89,0.0,3.71,83.67,84.37,2.29,76.98,1
989,3,2022-09-17,18027,-8.1,30.29,0.0,3.689,83.6,84.36,5.36,77.16,1
990,3,2022-09-18,18110,-2.9,69.34,0.0,3.648,83.56,84.35,4.65,79.79,1
991,3,2022-09-19,18155,5.87,63.58,0.0,3.625,83.5,84.31,1.9,77.18,1
992,3,2022-09-20,18212,12.4,44.23,0.0,3.597,83.45,84.29,4.5,78.06,1
993,3,2022-09-21,18297,19.58,64.31,0.0,3.554,83.38,84.26,2.97,79.16,1
994,3,2022-09-22,18351,33.1,82.54,0.0,3.527,83.32,84.26,4.96,76.69,1
995,3,2022-09-23,18444,30.47,52.94,0.0,3.482,83.23,84.25,2.0,80.0,1
996,3,2022-09-24,18486,22.25,47.68,0.0,3.461,83.18,84.23,6.22,78.5,1
997,3,2022-09-25,18541,-6.38,40.67,0.0,3.433,83.12,84.22,1.5,78.72,1
998,3,2022-09-26,18613,13.99,72.2,0.0,3.396,83.05,84.21,4.13,80.66,1
999,3,2022-09-27,18656,35.39,45.42,0.0,3.377,83.0,84.19,5.36,79.14,1
1000,3,2022-09-28,18702,7.18,30.78,0.0,3.355,82.93,84.17,2.59,77.54,1
1001,3,2022-09-29,18762,3.48,30.14,0.0,3.326,82.89,84.15,5.03,78.19,1
1002,3,2022-09-30,18814,24.8,85.95,0.0,3.301,82.83,84.12,4.62,77.14,1
1003,3,2022-10-01,18852,35.52,42.87,0.0,3.282,82.77,84.11,3.5,79.41,1
1004,3,2022-10-02,18929,-7.53,79.41,0.0,3.244,82.74,84.09,8.15,79.38,1
1005,3,2022-10-03,18993,5.19,55.66,0.0,3.212,82.7,84.07,5.11,77.91,1
1006,3,2022-10-04,19067,-6.89,73.66,0.0,3.175,82.64,84.05,6.03,77.81,1
1007,3,2022-10-05,19155,29.01,43.11,0.0,3.129,82.57,84.02,8.95,79.09,1
1008,3,2022-10-06,19238,33.68,50.26,0.0,3.087,82.48,84.01,7.23,78.99,1
1009,3,2022-10-07,19317,9.91,41.17,0.0,3.047,82.42,83.98,2.78,77.62,1
1010,3,2022-10-08,19345,22.94,63.62,0.0,3.034,82.42,83.98,8.62,80.43,1
1011,3,2022-10-09,19391,27.5,55.69,0.0,3.01,82.36,83.95,5.01,78.95,1
1012,3,2022-10-10,19432,17.2,47.43,0.0,2.988,82.32,83.92,6.45,78.58,1
1013,3,2022-10-11,19497,35.05,88.35,0.0,2.955,82.28,83.91,4.48,80.87,1
1014,3,2022-10-12,19522,-1.95,42.47,0.0,2.941,82.23,83.87,6.12,77.9,1
1015,3,2022-10-13,19550,-7.16,59.47,0.0,2.927,82.21,83.85,6.76,79.25,1
1016,3,2022-10-14,19598,27.42,80.81,0.0,2.902,82.16,83.83,4.13,80.19,1
1017,3,2022-10-15,19635,0.61,83.79,0.0,2.885,82.09,83.82,6.99,79.41,1
1018,3,2022-10-16,19710,16.26,34.58,0.0,2.847,82.05,83.82,5.79,78.86,1
1019,3,2022-10-17,19770,12.2,72.86,0.0,2.817,82.01,83.82,5.39,77.32,1
1020,3,2022-10-18,19865,4.54,68.13,0.0,2.769,81.96,83.8,1.07,80.18,1
1021,3,2022-10-19,19908,36.73,50.25,0.0,2.749,81.92,83.78,4.71,80.05,1
1022,3,2022-10-20,19975,19.45,29.74,0.0,2.716,81.89,83.78,6.74,78.13,1
1023,3,2022-10-21,20001,-6.32,35.59,0.0,2.703,81.83,83.76,4.6,79.13,1
1024,3,2022-10-22,20082,7.64,30.01,0.0,2.663,81.76,83.75,4.65,79.02,1
1025,3,2022-10-23,20135,8.44,78.29,0.0,2.637,81.74,83.72,3.83,79.53,1
1026,3,2022-10-24,20168,34.89,36.98,0.0,2.621,81.71,83.69,7.01,79.17,1
1027,3,2022-10-25,20214,24.69,47.62,0.0,2.598,81.69,83.66,5.87,79.75,1
1028,3,2022-10-26,20284,20.53,45.49,0.0,2.563,81.64,83.65,8.14,77.68,1
1029,3,2022-10-27,20359,-7.78,72.65,0.0,2.527,81.6,83.63,8.83,77.88,1
1030,3,2022-10-28,20443,17.89,65.59,0.0,2.487,81.56,83.6,6.58,77.92,1
1031,3,2022-10-29,20464,-4.12,86.38,0.0,2.474,81.53,83.56,3.79,78.61,1
1032,3,2022-10-30,20499,-9.71,41.07,0.0,2.457,81.52,83.54,1.01,79.04,1
1033,3,2022-10-31,20564,8.04,66.85,0.0,2.425,81.47,83.51,1.03,78.19,1
1034,3,2022-11-01,20648,25.36,67.02,0.0,2.382,81.44,83.47,6.32,79.32,1
1035,3,2022-11-02,20698,19.76,66.05,0.0,2.359,81.38,83.44,7.53,80.02,1
1036,3,2022-11-03,20772,-4.1,78.32,0.0,2.322,81.35,83.41,4.53,76.54,1
1037,3,2022-11-04,20800,-7.24,86.82,0.0,2.306,81.3,83.38,4.13,79.04,1
1038,3,2022-11-05,20865,8.17,37.88,0.0,2.272,81.22,83.37,10.41,80.62,1
1039,3,2022-11-06,20891,-5.14,29.26,0.0,2.259,81.14,83.36,3.67,80.32,1
1040,3,2022-11-07,20946,17.84,69.61,0.0,2.231,81.09,83.34,5.03,78.47,1
1041,3,2022-11-08,20983,-5.71,87.87,0.0,2.211,81.06,83.32,7.52,81.28,1
1042,3,2022-11-09,21005,4.04,83.72,0.0,2.202,81.02,83.3,7.91,77.85,1
1043,3,2022-11-10,21043,15.68,68.62,0.0,2.182,80.99,83.27,6.08,78.59,1
1044,3,2022-11-11,21095,32.14,53.71,0.0,2.158,80.93,83.24,7.88,79.73,1
1045,3,2022-11-12,21155,14.74,41.0,0.0,2.129,80.88,83.21,5.44,79.39,1
1046,3,2022-11-13,21184,32.95,25.37,0.0,2.114,80.82,83.2,1.63,80.51,1
1047,3,2022-11-14,21252,-8.73,72.51,0.0,2.08,80.75,83.2,5.88,79.55,1
1048,3,2022-11-15,21307,-7.2,61.4,0.0,2.052,80.73,83.17,2.73,78.36,1
1049,3,2022-11-16,21361,24.01,24.07,0.0,2.026,80.7,83.15,7.36,79.32,1
1050,3,2022-11-17,21385,23.05,47.64,0.0,2.014,80.65,83.14,2.82,80.24,1
1051,3,2022-11-18,21440,9.54,86.26,0.0,1.985,80.6,83.12,9.61,78.3,1
1052,3,2022-11-19,21523,24.63,61.45,0.0,1.945,80.54,83.1,5.4,78.68,1
1053,3,2022-11-20,21550,2.69,76.1,0.0,1.931,80.49,83.07,5.41,80.2,1
1054,3,2022-11-21,21626,2.86,59.49,0.0,1.894,80.45,83.05,5.3,80.25,1
1055,3,2022-11-22,21670,33.85,67.32,0.0,1.872,80.4,83.02,7.26,79.69,1
1056,3,2022-11-23,21699,16.09,33.54,0.0,1.858,80.35,83.0,3.2,79.75,1
1057,3,2022-11-24,21783,25.34,54.25,0.0,1.815,80.3,82.98,5.49,79.71,1
1058,3,2022-11-25,21854,28.77,60.21,0.0,1.78,80.25,82.95,4.8,77.91,1
1059,3,2022-11-26,21891,28.64,31.79,0.0,1.76,80.22,82.91,1.91,79.4,1
1060,3,2022-11-27,21981,8.61,27.57,0.0,1.717,80.21,82.89,4.53,80.62,1
1061,3,2022-11-28,22020,-7.72,41.02,0.0,1.698,80.17,82.86,5.64,77.0,1
1062,3,2022-11-29,22042,9.04,50.8,0.0,1.685,80.11,82.84,4.28,77.9,1
1063,3,2022-11-30,22069,5.73,69.01,0.0,1.672,80.03,82.83,-0.53,81.6,1
1064,3,2022-12-01,22100,33.04,86.72,0.0,1.656,79.98,82.8,4.25,81.58,1
1065,3,2022-12-02,22170,27.3,34.34,0.0,1.621,79.92,82.77,6.5,80.31,1
1066,3,2022-12-03,22223,15.42,48.74,0.0,1.596,79.86,82.73,4.01,79.19,1
1067,3,2022-12-04,22252,35.0,68.17,0.0,1.581,79.81,82.72,5.42,79.36,1
1068,3,2022-12-05,22293,-2.63,31.2,0.0,1.56,79.75,82.7,1.95,79.73,1
1069,3,2022-12-06,22391,21.07,32.49,0.0,1.512,79.73,82.68,6.88,79.65,1
1070,3,2022-12-07,22424,28.09,43.04,0.0,1.495,79.67,82.65,5.29,80.5,1
1071,3,2022-12-08,22454,37.02,58.82,0.0,1.48,79.58,82.62,2.54,81.16,1
1072,3,2022-12-09,22521,22.0,62.53,0.0,1.447,79.53,82.61,6.67,80.94,1
1073,3,2022-12-10,22568,5.09,55.87,0.0,1.425,79.47,82.59,5.09,80.33,1
1074,3,2022-12-11,22603,1.42,21.74,0.0,1.407,79.4,82.57,3.85,78.61,1
1075,3,2022-12-12,22650,-4.9,54.55,0.0,1.385,79.35,82.55,4.15,78.67,1
1076,3,2022-12-13,22698,29.8,62.68,0.0,1.361,79.24,82.52,4.79,81.43,1
1077,3,2022-12-14,22722,3.97,36.17,0.0,1.348,79.21,82.49,5.26,80.34,1
1078,3,2022-12-15,22779,7.4,44.26,0.0,1.319,79.15,82.47,4.86,80.16,1
1079,3,2022-12-16,22806,34.79,39.22,0.0,1.307,79.07,82.46,5.62,81.17,1
1080,3,2022-12-17,22855,0.22,85.29,0.0,1.282,79.0,82.43,6.11,80.11,1
1081,3,2022-12-18,22902,11.81,23.09,0.0,1.258,78.97,82.41,4.55,80.8,1
1082,3,2022-12-19,23000,37.36,43.96,0.0,1.209,78.92,82.39,6.04,80.13,1
1083,3,2022-12-20,23028,2.7,41.46,0.0,1.195,78.88,82.38,5.44,79.18,1
1084,3,2022-12-21,23067,-4.2,21.62,0.0,1.176,78.83,82.36,6.27,81.39,1
1085,3,2022-12-22,23113,4.87,24.1,0.0,1.151,78.77,82.34,7.83,82.46,1
1086,3,2022-12-23,23166,1.6,23.27,0.0,1.124,78.73,82.31,6.0,80.86,1
1087,3,2022-12-24,23193,6.99,55.2,0.0,1.112,78.67,82.29,5.07,81.85,1
1088,3,2022-12-25,23263,25.95,76.05,0.0,1.077,78.63,82.26,7.59,81.11,1
1089,3,2022-12-26,23313,-3.33,27.74,0.0,1.052,78.58,82.25,3.79,80.3,1
1090,3,2022-12-27,23342,0.95,60.44,0.0,1.036,78.53,82.22,4.55,82.4,1
1091,3,2022-12-28,23363,1.39,33.95,0.0,1.027,78.51,82.21,2.37,82.77,1
1092,3,2022-12-29,23435,39.04,44.94,0.0,0.992,78.43,82.18,6.67,80.0,1
1093,3,2022-12-30,23494,24.4,42.6,0.0,0.964,78.38,82.15,5.61,81.96,1
1094,3,2022-12-31,23520,-0.41,60.68,0.0,0.95,78.34,82.13,6.06,81.81,1
1095,4,2022-01-01,2035,4.54,38.65,7.147,10.719,91.57,91.87,8.19,75.9,0
1096,4,2022-01-02,2116,24.21,45.89,7.065,10.68,91.52,91.84,5.07,75.59,0
1097,4,2022-01-03,2155,14.79,85.13,7.027,10.661,91.47,91.82,8.58,74.74,0
1098,4,2022-01-04,2253,10.87,73.07,6.93,10.612,91.42,91.8,5.34,74.25,0
1099,4,2022-01-05,2286,-4.97,49.66,6.892,10.597,91.37,91.79,3.1,72.72,0
1100,4,2022-01-06,2382,3.97,85.2,6.798,10.548,91.29,91.78,5.83,73.16,0
1101,4,2022-01-07,2416,26.31,42.01,6.767,10.532,91.23,91.76,5.65,75.11,0
1102,4,2022-01-08,2464,2.48,60.15,6.717,10.507,91.19,91.75,4.98,74.94,0
1103,4,2022-01-09,2504,-4.42,52.1,6.675,10.487,91.16,91.72,7.43,74.57,0
1104,4,2022-01-10,2562,34.17,31.23,6.618,10.457,91.14,91.7,7.42,73.95,0
1105,4,2022-01-11,2626,30.0,85.51,6.551,10.425,91.11,91.67,2.59,73.65,0
1106,4,2022-01-12,2689,18.83,87.47,6.489,10.393,91.07,91.66,6.34,76.54,0
1107,4,2022-01-13,2733,27.18,43.74,6.445,10.371,91.07,91.65,5.66,71.74,0
1108,4,2022-01-14,2807,37.25,58.37,6.369,10.333,91.01,91.62,7.19,74.69,0
1109,4,2022-01-15,2847,31.08,28.56,6.332,10.314,90.96,91.59,3.78,75.32,0
1110,4,2022-01-16,2881,-9.8,54.68,6.298,10.297,90.87,91.57,4.27,74.46,0
1111,4,2022-01-17,2929,35.22,28.95,6.25,10.272,90.82,91.54,5.89,74.31,0
1112,4,2022-01-18,3000,25.76,64.77,6.177,10.237,90.73,91.5,4.86,74.82,0
1113,4,2022-01-19,3083,13.98,76.82,6.094,10.194,90.68,91.49,2.69,76.23,0
1114,4,2022-01-20,3136,31.82,86.5,6.039,10.167,90.62,91.47,5.39,74.88,0
1115,4,2022-01-21,3187,31.55,75.93,5.989,10.142,90.61,91.44,4.82,76.31,0
1116,4,2022-01-22,3224,7.14,49.29,5.953,10.123,90.55,91.43,7.08,75.48,0
1117,4,2022-01-23,3251,31.8,28.59,5.926,10.109,90.52,91.4,4.45,73.99,0
1118,4,2022-01-24,3327,10.15,21.16,5.848,10.073,90.46,91.37,2.1,73.85,0
1119,4,2022-01-25,3404,32.92,89.9,5.77,10.033,90.39,91.37,6.02,75.71,0
1120,4,2022-01-26,3424,-8.94,43.57,5.752,10.024,90.34,91.36,3.65,74.61,0
1121,4,2022-01-27,3464,34.35,33.88,5.712,10.003,90.29,91.34,7.35,73.54,0
1122,4,2022-01-28,3559,3.98,59.95,5.617,9.956,90.24,91.32,5.68,74.86,0
1123,4,2022-01-29,3591,17.85,66.28,5.583,9.941,90.2,91.28,4.13,73.58,0
1124,4,2022-01-30,3647,-6.2,68.68,5.528,9.914,90.15,91.25,8.52,76.75,0
1125,4,2022-01-31,3697,10.52,33.48,5.481,9.888,90.1,91.24,8.29,74.18,0
1126,4,2022-02-01,3793,35.21,76.37,5.382,9.839,90.07,91.21,3.7,73.1,0
1127,4,2022-02-02,3813,5.37,88.95,5.362,9.828,90.02,91.19,5.98,76.49,0
1128,4,2022-02-03,3886,36.79,80.74,5.285,9.792,89.97,91.18,4.15,73.46,0
1129,4,2022-02-04,3932,21.7,37.99,5.24,9.769,89.92,91.17,5.84,75.89,0
1130,4,2022-02-05,3971,4.8,59.31,5.199,9.749,89.86,91.16,6.65,76.31,0
1131,4,2022-02-06,4007,1.42,49.61,5.161,9.73,89.84,91.12,3.57,76.04,0
1132,4,2022-02-07,4030,3.89,66.71,5.136,9.716,89.78,91.11,7.07,74.3,0
1133,4,2022-02-08,4104,11.7,59.09,5.057,9.678,89.71,91.09,6.01,74.92,0
1134,4,2022-02-09,4178,22.84,50.54,4.984,9.641,89.65,91.07,7.78,74.96,0
1135,4,2022-02-10,4236,28.58,84.37,4.925,9.611,89.58,91.05,4.11,74.95,0
1136,4,2022-02-11,4334,20.8,50.43,4.828,9.561,89.53,91.02,5.17,74.2,0
1137,4,2022-02-12,4414,7.84,75.46,4.747,9.52,89.42,91.0,5.03,75.37,0
1138,4,2022-02-13,4454,29.28,70.86,4.71,9.501,89.35,90.98,8.82,74.29,0
1139,4,2022-02-14,4517,32.81,54.34,4.647,9.47,89.26,90.97,1.63,76.49,0
1140,4,2022-02-15,4545,12.2,24.5,4.622,9.457,89.23,90.94,3.41,77.13,0
1141,4,2022-02-16,4640,25.09,72.94,4.528,9.409,89.18,90.93,5.88,76.12,0
1142,4,2022-02-17,4677,34.19,63.1,4.491,9.39,89.14,90.91,4.94,75.03,0
1143,4,2022-02-18,4728,1.94,68.29,4.442,9.365,89.09,90.88,4.93,74.55,0
1144,4,2022-02-19,4799,-5.46,29.03,4.373,9.33,89.05,90.87,4.09,76.39,0
1145,4,2022-02-20,4849,-5.6,69.35,4.324,9.304,89.0,90.86,7.07,75.37,0
1146,4,2022-02-21,4942,-5.0,38.04,4.23,9.259,88.95,90.83,4.52,76.7,0
