,car_id,date,env_temperature,env_humidity,tire_thickness_mm,brake_pad_thickness_mm,vibration_level,maintenance_needed
8868,9,2024-05-18,15.91,84.21,0.0,10.57,6.39,1
8869,9,2024-05-19,-5.49,50.93,0.0,10.546,6.86,0
8870,9,2024-05-20,-8.78,25.96,0.0,10.528,3.78,0
8871,9,2024-05-21,32.39,70.0,0.0,10.503,3.85,0
8872,9,2024-05-22,10.57,61.22,0.0,10.474,5.27,0
8873,9,2024-05-23,0.04,54.52,0.0,10.458,4.02,0
8874,9,2024-05-24,16.24,72.7,0.0,10.439,6.67,0
8875,9,2024-05-25,18.21,86.18,0.0,10.39,3.93,0
8876,9,2024-05-26,8.92,89.33,0.0,10.344,6.34,0
8877,9,2024-05-27,23.4,29.99,0.0,10.322,6.43,0
8878,9,2024-05-28,32.81,53.05,0.0,10.311,4.28,0
8879,9,2024-05-29,27.52,80.04,0.0,10.282,5.19,0
8880,9,2024-05-30,34.07,48.56,0.0,10.25,5.51,0
8881,9,2024-05-31,32.88,38.15,0.0,10.233,6.46,0
8882,9,2024-06-01,2.89,58.88,0.0,10.204,2.48,0
8883,9,2024-06-02,8.07,60.11,0.0,10.16,7.54,0
8884,9,2024-06-03,6.12,30.04,0.0,10.115,7.88,0
8885,9,2024-06-04,22.89,87.05,0.0,10.075,2.11,0
8886,9,2024-06-05,16.03,64.27,0.0,10.055,7.47,0
8887,9,2024-06-06,28.55,30.97,0.0,10.017,6.27,0
8888,9,2024-06-07,4.34,33.7,0.0,9.979,4.69,0
8889,9,2024-06-08,33.32,64.48,0.0,9.965,4.99,0
8890,9,2024-06-09,-9.99,67.99,0.0,9.947,2.55,0
8891,9,2024-06-10,-2.97,68.13,0.0,9.903,6.97,0
8892,9,2024-06-11,14.45,68.37,0.0,9.887,3.81,0
8893,9,2024-06-12,11.54,49.54,0.0,9.839,2.33,0
8894,9,2024-06-13,35.76,75.85,0.0,9.813,6.38,0
8895,9,2024-06-14,-2.84,67.07,0.0,9.78,7.09,0
8896,9,2024-06-15,-8.85,77.45,0.0,9.744,6.15,1
8897,9,2024-06-16,32.31,82.09,0.0,9.702,4.95,0
8898,9,2024-06-17,24.33,40.14,0.0,9.687,4.73,0
8899,9,2024-06-18,-1.14,65.38,0.0,9.661,7.45,0
8900,9,2024-06-19,-9.86,26.99,0.0,9.63,5.61,0
8901,9,2024-06-20,21.12,59.56,0.0,9.582,6.65,0
8902,9,2024-06-21,13.67,44.63,0.0,9.557,4.98,0
8903,9,2024-06-22,2.5,27.79,0.0,9.534,4.24,0
8904,9,2024-06-23,-8.61,77.07,0.0,9.489,4.84,0
8905,9,2024-06-24,17.23,49.46,0.0,9.448,2.92,0
8906,9,2024-06-25,7.68,50.27,0.0,9.429,7.73,0
8907,9,2024-06-26,30.15,57.62,0.0,9.379,6.21,0
8908,9,2024-06-27,18.8,27.38,0.0,9.349,3.01,0
8909,9,2024-06-28,19.59,49.99,0.0,9.326,7.27,0
8910,9,2024-06-29,15.25,54.41,0.0,9.305,3.11,0
8911,9,2024-06-30,-3.88,47.11,0.0,9.262,1.46,0
8912,9,2024-07-01,4.01,73.58,0.0,9.221,7.16,0
8913,9,2024-07-02,14.99,52.11,0.0,9.182,2.31,0
8914,9,2024-07-03,-0.14,86.59,0.0,9.139,5.72,0
8915,9,2024-07-04,0.66,53.2,0.0,9.113,0.37,0
8916,9,2024-07-05,16.56,60.08,0.0,9.08,2.93,0
8917,9,2024-07-06,9.49,73.96,0.0,9.047,2.62,0
8918,9,2024-07-07,-8.35,26.28,0.0,9.004,2.83,0
8919,9,2024-07-08,18.43,52.25,0.0,8.966,6.68,0
8920,9,2024-07-09,-1.06,26.76,0.0,8.947,0.67,0
8921,9,2024-07-10,9.44,31.91,0.0,8.903,4.0,0
8922,9,2024-07-11,22.41,27.29,0.0,8.869,4.71,0
8923,9,2024-07-12,28.5,46.4,0.0,8.848,4.75,0
8924,9,2024-07-13,33.8,50.07,0.0,8.817,7.25,0
8925,9,2024-07-14,16.28,47.3,0.0,8.808,5.53,0
8926,9,2024-07-15,-8.77,20.08,0.0,8.775,5.06,0
8927,9,2024-07-16,32.8,28.28,0.0,8.744,5.95,0
8928,9,2024-07-17,38.35,34.44,0.0,8.72,4.54,0
8929,9,2024-07-18,28.63,33.88,0.0,8.684,4.46,0
8930,9,2024-07-19,34.71,61.64,0.0,8.64,5.82,0
8931,9,2024-07-20,14.25,83.2,0.0,8.595,5.93,0
8932,9,2024-07-21,6.54,35.42,0.0,8.545,6.18,0
8933,9,2024-07-22,20.55,59.53,0.0,8.52,6.92,0
8934,9,2024-07-23,34.55,76.16,0.0,8.476,8.1,1
8935,9,2024-07-24,33.4,82.25,0.0,8.457,4.02,0
8936,9,2024-07-25,38.57,80.75,0.0,8.411,4.38,0
8937,9,2024-07-26,31.98,61.71,0.0,8.379,9.52,0
8938,9,2024-07-27,3.3,54.11,0.0,8.346,7.05,0
8939,9,2024-07-28,-2.46,81.4,0.0,8.328,4.44,0
8940,9,2024-07-29,11.65,56.87,0.0,8.284,8.72,0
8941,9,2024-07-30,-2.85,71.83,0.0,8.241,3.33,0
8942,9,2024-07-31,12.74,34.07,0.0,8.214,5.04,0
8943,9,2024-08-01,39.54,68.3,0.0,8.187,3.42,0
8944,9,2024-08-02,-2.28,63.41,0.0,8.139,4.31,0
8945,9,2024-08-03,2.31,43.48,0.0,8.119,6.19,0
8946,9,2024-08-04,16.35,26.5,0.0,8.074,5.05,0
8947,9,2024-08-05,15.46,87.16,0.0,8.04,3.88,0
8948,9,2024-08-06,16.07,52.67,0.0,8.025,6.72,0
8949,9,2024-08-07,-6.31,32.65,0.0,8.005,2.63,0
8950,9,2024-08-08,-0.02,75.4,0.0,7.971,6.13,0
8951,9,2024-08-09,9.01,78.52,0.0,7.93,2.87,0
8952,9,2024-08-10,8.14,83.22,0.0,7.912,7.77,0
8953,9,2024-08-11,26.8,24.32,0.0,7.895,2.39,0
8954,9,2024-08-12,10.03,74.91,0.0,7.876,5.18,0
8955,9,2024-08-13,35.1,58.34,0.0,7.862,5.31,0
8956,9,2024-08-14,9.03,25.01,0.0,7.83,3.31,0
8957,9,2024-08-15,-3.12,87.34,0.0,7.818,2.18,0
8958,9,2024-08-16,7.35,81.43,0.0,7.779,6.56,0
8959,9,2024-08-17,22.75,71.78,0.0,7.735,3.9,0
8960,9,2024-08-18,36.89,48.97,0.0,7.706,5.03,0
8961,9,2024-08-19,33.41,53.16,0.0,7.685,5.21,0
8962,9,2024-08-20,-0.58,46.49,0.0,7.662,1.47,0
8963,9,2024-08-21,22.67,55.02,0.0,7.646,4.34,0
8964,9,2024-08-22,24.79,73.89,0.0,7.617,5.17,0
8965,9,2024-08-23,18.26,71.98,0.0,7.608,6.19,0
8966,9,2024-08-24,24.71,28.46,0.0,7.576,1.43,0
8967,9,2024-08-25,-6.88,89.17,0.0,7.541,3.76,0
8968,9,2024-08-26,18.49,59.6,0.0,7.496,7.51,0
8969,9,2024-08-27,-5.47,75.64,0.0,7.451,6.53,0
8970,9,2024-08-28,24.13,85.83,0.0,7.421,1.8,0
8971,9,2024-08-29,7.36,26.1,0.0,7.394,4.82,0
8972,9,2024-08-30,13.43,28.13,0.0,7.353,3.99,0
8973,9,2024-08-31,19.62,84.68,0.0,7.305,3.39,0
8974,9,2024-09-01,-9.49,27.58,0.0,7.277,7.52,0
8975,9,2024-09-02,29.65,25.83,0.0,7.246,6.57,0
8976,9,2024-09-03,34.47,43.47,0.0,7.229,5.61,0
8977,9,2024-09-04,32.28,26.29,0.0,7.19,6.09,0
8978,9,2024-09-05,-4.83,61.04,0.0,7.173,5.77,0
8979,9,2024-09-06,1.63,39.29,0.0,7.143,3.17,0
8980,9,2024-09-07,35.2,38.71,0.0,7.121,3.13,0
8981,9,2024-09-08,19.29,83.65,0.0,7.089,3.4,0
8982,9,2024-09-09,30.12,83.13,0.0,7.052,7.81,0
8983,9,2024-09-10,38.13,34.12,0.0,7.029,8.83,0
8984,9,2024-09-11,28.83,72.96,0.0,6.981,6.89,1
8985,9,2024-09-12,29.11,67.13,0.0,6.96,4.77,0
8986,9,2024-09-13,16.9,29.99,0.0,6.921,3.12,0
8987,9,2024-09-14,30.46,70.38,0.0,6.877,1.88,0
8988,9,2024-09-15,-4.81,74.72,0.0,6.851,3.95,0
8989,9,2024-09-16,4.31,33.36,0.0,6.832,2.27,0
8990,9,2024-09-17,20.57,29.26,0.0,6.792,4.86,0
8991,9,2024-09-18,23.54,47.13,0.0,6.744,5.05,0
8992,9,2024-09-19,21.58,24.87,0.0,6.732,2.88,0
8993,9,2024-09-20,21.29,72.21,0.0,6.685,5.36,0
8994,9,2024-09-21,24.98,47.76,0.0,6.652,2.5,0
8995,9,2024-09-22,4.02,58.41,0.0,6.625,4.35,0
8996,9,2024-09-23,-2.42,51.16,0.0,6.608,6.6,0
8997,9,2024-09-24,33.53,39.51,0.0,6.573,4.77,0
8998,9,2024-09-25,-2.24,48.25,0.0,6.534,4.37,0
8999,9,2024-09-26,-5.34,38.46,0.0,6.495,5.95,0
9000,10,2022-01-01,12.48,89.09,8.245,10.146,5.17,0
9001,10,2022-01-02,8.11,28.93,8.209,10.128,6.58,0
9002,10,2022-01-03,8.66,67.04,8.161,10.103,2.85,0
9003,10,2022-01-04,27.61,80.08,8.102,10.076,5.79,0
9004,10,2022-01-05,34.83,38.53,8.002,10.026,5.39,0
9005,10,2022-01-06,39.59,74.25,7.933,9.991,5.72,0
9006,10,2022-01-07,0.09,37.6,7.85,9.95,0.36,0
9007,10,2022-01-08,16.9,73.69,7.767,9.908,7.07,0
9008,10,2022-01-09,13.8,45.13,7.737,9.89,3.82,0
9009,10,2022-01-10,-0.07,59.25,7.713,9.88,6.16,0
9010,10,2022-01-11,18.94,50.68,7.657,9.853,5.51,0
9011,10,2022-01-12,32.14,71.56,7.618,9.832,5.09,0
9012,10,2022-01-13,14.53,22.46,7.583,9.816,6.63,0
9013,10,2022-01-14,3.91,78.66,7.512,9.781,3.81,0
9014,10,2022-01-15,-5.13,39.19,7.471,9.759,9.97,0
9015,10,2022-01-16,-4.74,53.78,7.431,9.741,6.75,0
9016,10,2022-01-17,32.59,35.69,7.386,9.717,5.39,0
9017,10,2022-01-18,20.77,43.7,7.342,9.695,5.08,0
9018,10,2022-01-19,16.53,68.02,7.299,9.673,4.9,0
9019,10,2022-01-20,2.02,75.04,7.227,9.636,7.1,0
9020,10,2022-01-21,5.6,21.95,7.162,9.604,2.84,0
9021,10,2022-01-22,13.16,42.72,7.13,9.587,7.31,0
9022,10,2022-01-23,39.62,85.0,7.062,9.555,4.57,0
9023,10,2022-01-24,30.31,30.55,6.981,9.516,4.19,0
9024,10,2022-01-25,17.33,43.12,6.891,9.47,5.54,0
9025,10,2022-01-26,-8.35,24.69,6.856,9.452,4.23,0
9026,10,2022-01-27,-6.13,72.52,6.778,9.412,3.36,0
9027,10,2022-01-28,8.22,84.61,6.725,9.385,6.9,0
9028,10,2022-01-29,39.05,53.22,6.661,9.352,2.34,0
9029,10,2022-01-30,20.02,81.35,6.635,9.338,7.68,0
9030,10,2022-01-31,-0.35,83.28,6.582,9.313,4.98,0
9031,10,2022-02-01,-6.6,79.63,6.555,9.298,5.44,0
9032,10,2022-02-02,13.81,84.1,6.499,9.27,7.38,0
9033,10,2022-02-03,-8.33,29.74,6.473,9.257,1.36,0
9034,10,2022-02-04,16.89,39.8,6.381,9.211,2.32,0
9035,10,2022-02-05,24.78,29.23,6.358,9.2,1.5,0
9036,10,2022-02-06,32.15,41.88,6.286,9.166,6.92,0
9037,10,2022-02-07,-3.13,45.19,6.238,9.139,7.28,0
9038,10,2022-02-08,-7.34,35.18,6.144,9.093,9.06,1
9039,10,2022-02-09,12.73,54.6,6.113,9.074,4.85,0
9040,10,2022-02-10,39.98,23.87,6.062,9.049,8.72,0
9041,10,2022-02-11,3.14,40.41,5.964,9.0,5.68,0
9042,10,2022-02-12,25.44,56.14,5.926,8.98,4.47,0
9043,10,2022-02-13,7.15,89.15,5.854,8.945,2.55,0
9044,10,2022-02-14,7.38,49.76,5.771,8.903,7.02,0
9045,10,2022-02-15,6.07,45.36,5.715,8.876,7.11,0
9046,10,2022-02-16,12.54,36.28,5.64,8.84,2.56,0
9047,10,2022-02-17,-5.35,66.8,5.552,8.797,6.05,0
9048,10,2022-02-18,26.63,67.13,5.493,8.769,7.04,0
9049,10,2022-02-19,-9.8,60.03,5.401,8.723,4.99,0
9050,10,2022-02-20,37.16,66.96,5.36,8.704,3.85,0
9051,10,2022-02-21,-9.6,30.5,5.289,8.667,4.19,0
9052,10,2022-02-22,8.82,89.37,5.259,8.65,1.89,0
9053,10,2022-02-23,17.4,67.99,5.226,8.636,7.25,0
9054,10,2022-02-24,4.86,46.37,5.15,8.599,1.44,0
9055,10,2022-02-25,-5.01,87.3,5.097,8.573,2.09,0
9056,10,2022-02-26,2.14,89.84,5.064,8.556,3.48,0
9057,10,2022-02-27,38.13,25.53,4.963,8.507,7.38,0
9058,10,2022-02-28,25.96,82.77,4.935,8.493,5.03,0
9059,10,2022-03-01,25.34,89.61,4.87,8.462,4.5,0
9060,10,2022-03-02,9.32,58.21,4.831,8.443,3.46,0
9061,10,2022-03-03,-9.88,36.92,4.756,8.407,6.06,0
9062,10,2022-03-04,19.01,62.47,4.695,8.377,7.8,0
9063,10,2022-03-05,13.87,74.62,4.658,8.356,4.75,0
9064,10,2022-03-06,27.25,30.18,4.593,8.324,3.99,0
9065,10,2022-03-07,16.1,41.14,4.572,8.315,5.13,0
9066,10,2022-03-08,30.28,73.62,4.489,8.274,7.85,0
9067,10,2022-03-09,28.71,42.44,4.413,8.237,8.46,0
9068,10,2022-03-10,18.56,84.39,4.391,8.227,4.85,0
9069,10,2022-03-11,38.79,63.6,4.334,8.198,3.12,0
9070,10,2022-03-12,4.35,23.61,4.308,8.183,0.23,0
9071,10,2022-03-13,20.11,58.1,4.231,8.145,5.87,0
9072,10,2022-03-14,25.41,50.13,4.16,8.111,5.84,0
9073,10,2022-03-15,4.53,44.13,4.102,8.084,3.37,0
9074,10,2022-03-16,27.96,80.68,4.031,8.046,4.18,0
9075,10,2022-03-17,-2.66,60.65,3.938,8.002,4.74,0
9076,10,2022-03-18,2.18,29.41,3.916,7.991,2.62,0
9077,10,2022-03-19,27.54,70.5,3.826,7.945,5.1,0
9078,10,2022-03-20,23.67,54.6,3.761,7.916,5.52,0
9079,10,2022-03-21,9.3,46.4,3.69,7.878,7.75,0
9080,10,2022-03-22,23.42,72.76,3.627,7.845,3.97,0
9081,10,2022-03-23,9.94,72.9,3.564,7.813,5.49,0
9082,10,2022-03-24,3.8,79.5,3.54,7.802,1.83,0
9083,10,2022-03-25,11.75,79.27,3.505,7.783,5.23,0
9084,10,2022-03-26,21.76,43.38,3.481,7.773,5.47,0
9085,10,2022-03-27,27.88,49.8,3.431,7.75,7.41,0
9086,10,2022-03-28,7.48,59.66,3.342,7.706,4.96,0
9087,10,2022-03-29,21.36,84.79,3.247,7.658,4.76,0
9088,10,2022-03-30,14.84,42.6,3.226,7.647,-1.24,0
9089,10,2022-03-31,1.18,27.64,3.203,7.636,3.13,0
9090,10,2022-04-01,17.38,28.85,3.104,7.585,5.59,0
9091,10,2022-04-02,24.4,31.82,3.069,7.568,4.64,0
9092,10,2022-04-03,16.67,24.52,3.017,7.541,5.46,0
9093,10,2022-04-04,39.48,64.55,2.988,7.527,3.53,0
9094,10,2022-04-05,26.74,27.42,2.926,7.497,8.52,0
9095,10,2022-04-06,27.22,79.35,2.855,7.464,4.83,0
9096,10,2022-04-07,6.37,62.68,2.775,7.426,5.08,0
9097,10,2022-04-08,7.05,78.3,2.684,7.381,5.04,0
9098,10,2022-04-09,-3.07,89.43,2.641,7.362,6.92,0
9099,10,2022-04-10,38.68,50.54,2.607,7.344,4.09,0
9100,10,2022-04-11,11.75,50.91,2.503,7.295,3.61,0
9101,10,2022-04-12,14.1,84.92,2.424,7.255,7.14,0
9102,10,2022-04-13,-3.44,64.75,2.359,7.222,4.38,0
9103,10,2022-04-14,0.98,40.38,2.317,7.201,2.89,0
9104,10,2022-04-15,28.22,46.15,2.25,7.166,6.29,0
9105,10,2022-04-16,18.3,51.87,2.168,7.126,2.68,0
9106,10,2022-04-17,38.12,74.0,2.137,7.109,6.55,0
9107,10,2022-04-18,24.19,44.48,2.074,7.078,4.32,0
9108,10,2022-04-19,38.29,44.81,1.978,7.032,4.85,0
9109,10,2022-04-20,35.01,68.99,1.954,7.02,4.81,0
9110,10,2022-04-21,15.23,58.19,1.913,7.003,7.62,0
9111,10,2022-04-22,13.06,79.51,1.822,6.956,4.57,0
9112,10,2022-04-23,36.57,57.88,1.753,6.922,4.61,0
9113,10,2022-04-24,10.13,48.19,1.712,6.901,1.44,0
9114,10,2022-04-25,-6.04,73.97,1.667,6.879,6.68,0
9115,10,2022-04-26,-0.71,32.05,1.63,6.86,4.34,0
9116,10,2022-04-27,9.16,69.96,1.605,6.849,4.2,0
9117,10,2022-04-28,28.55,80.63,1.543,6.817,5.95,0
9118,10,2022-04-29,39.09,74.95,1.481,6.788,2.18,0
9119,10,2022-04-30,20.13,56.29,1.453,6.773,7.48,0
9120,10,2022-05-01,21.13,74.3,1.381,6.737,5.36,0
9121,10,2022-05-02,-6.04,76.42,1.29,6.692,5.24,0
9122,10,2022-05-03,-1.59,78.97,1.196,6.644,6.35,0
9123,10,2022-05-04,5.36,71.3,1.103,6.597,4.1,0
9124,10,2022-05-05,18.65,51.48,1.006,6.549,4.89,0
9125,10,2022-05-06,25.11,39.33,0.956,6.524,5.32,0
9126,10,2022-05-07,17.56,72.44,0.93,6.511,5.09,0
9127,10,2022-05-08,18.88,53.65,0.868,6.479,4.29,0
9128,10,2022-05-09,30.3,59.58,0.778,6.433,6.8,0
9129,10,2022-05-10,25.83,77.66,0.749,6.418,4.99,0
9130,10,2022-05-11,35.91,71.22,0.705,6.396,6.98,0
9131,10,2022-05-12,19.71,68.73,0.663,6.376,4.87,0
9132,10,2022-05-13,21.01,38.5,0.582,6.335,3.01,0
9133,10,2022-05-14,24.47,32.18,0.534,6.311,3.98,0
9134,10,2022-05-15,-7.37,30.38,0.495,6.292,7.29,0
9135,10,2022-05-16,19.9,64.6,0.457,6.27,7.74,0
9136,10,2022-05-17,29.14,51.9,0.362,6.224,4.67,0
9137,10,2022-05-18,-5.86,37.97,0.296,6.191,3.19,0
9138,10,2022-05-19,0.38,67.03,0.252,6.168,3.53,0
9139,10,2022-05-20,4.45,87.19,0.223,6.152,5.29,0
9140,10,2022-05-21,11.46,29.58,0.187,6.135,2.59,0
9141,10,2022-05-22,31.38,50.01,0.099,6.093,4.8,0
9142,10,2022-05-23,24.33,76.4,0.057,6.071,1.06,0
9143,10,2022-05-24,-2.35,22.52,0.004,6.046,4.72,0
9144,10,2022-05-25,-4.19,53.94,0.0,6.009,4.39,0
9145,10,2022-05-26,12.99,46.61,0.0,5.962,4.3,1
9146,10,2022-05-27,32.62,54.96,0.0,10.16,7.24,0
9147,10,2022-05-28,-4.59,33.92,0.0,10.142,5.17,0
9148,10,2022-05-29,11.14,61.63,0.0,10.12,6.21,0
9149,10,2022-05-30,32.87,81.1,0.0,10.106,3.98,0
9150,10,2022-05-31,-1.06,47.71,0.0,10.063,8.87,0
9151,10,2022-06-01,20.13,56.42,0.0,10.045,6.16,0
9152,10,2022-06-02,25.05,58.41,0.0,10.026,7.77,1
9153,10,2022-06-03,8.09,47.16,0.0,9.99,6.64,0
9154,10,2022-06-04,33.6,24.76,0.0,9.952,5.47,0
9155,10,2022-06-05,19.28,88.56,0.0,9.935,6.46,0
9156,10,2022-06-06,33.44,58.88,0.0,9.891,7.86,0
9157,10,2022-06-07,13.49,79.59,0.0,9.84,5.33,0
9158,10,2022-06-08,35.63,71.61,0.0,9.79,3.77,0
9159,10,2022-06-09,13.97,33.46,0.0,9.766,1.46,0
9160,10,2022-06-10,6.68,31.43,0.0,9.746,6.29,0
9161,10,2022-06-11,29.09,49.63,0.0,9.71,3.91,0
9162,10,2022-06-12,21.01,72.98,0.0,9.677,2.59,0
9163,10,2022-06-13,-5.23,80.69,0.0,9.653,5.25,0
9164,10,2022-06-14,26.49,48.3,0.0,9.636,2.94,0
9165,10,2022-06-15,36.17,72.88,0.0,9.613,3.77,0
9166,10,2022-06-16,33.96,58.63,0.0,9.589,1.62,0
9167,10,2022-06-17,12.84,35.5,0.0,9.543,5.16,0
9168,10,2022-06-18,37.48,84.22,0.0,9.508,7.26,0
9169,10,2022-06-19,-9.79,54.82,0.0,9.48,3.53,0
9170,10,2022-06-20,30.4,33.31,0.0,9.461,6.55,0
9171,10,2022-06-21,35.3,84.37,0.0,9.447,4.77,0
9172,10,2022-06-22,9.78,55.86,0.0,9.417,5.23,0
9173,10,2022-06-23,25.11,33.45,0.0,9.371,7.18,0
9174,10,2022-06-24,38.77,51.41,0.0,9.335,9.76,0
9175,10,2022-06-25,17.7,71.5,0.0,9.301,8.56,1
9176,10,2022-06-26,20.32,38.34,0.0,9.289,4.53,0
9177,10,2022-06-27,10.65,70.56,0.0,9.252,5.6,0
9178,10,2022-06-28,36.22,68.81,0.0,9.229,3.47,0
9179,10,2022-06-29,3.05,67.74,0.0,9.203,7.92,0
9180,10,2022-06-30,-7.27,64.61,0.0,9.18,5.09,0
9181,10,2022-07-01,6.47,78.39,0.0,9.167,3.29,0
9182,10,2022-07-02,8.04,84.4,0.0,9.126,4.54,0
9183,10,2022-07-03,19.05,38.43,0.0,9.09,3.74,0
9184,10,2022-07-04,1.52,83.99,0.0,9.071,6.8,0
9185,10,2022-07-05,21.01,83.18,0.0,9.058,1.56,0
9186,10,2022-07-06,11.45,47.61,0.0,9.022,7.0,0
9187,10,2022-07-07,22.94,33.59,0.0,9.0,8.35,0
9188,10,2022-07-08,3.16,74.24,0.0,8.972,5.96,0
9189,10,2022-07-09,14.66,23.06,0.0,8.928,2.2,0
9190,10,2022-07-10,-0.58,37.01,0.0,8.915,7.36,0
9191,10,2022-07-11,25.18,28.54,0.0,8.897,4.73,0
9192,10,2022-07-12,6.42,23.72,0.0,8.856,8.93,0
9193,10,2022-07-13,26.83,78.77,0.0,8.837,6.0,0
9194,10,2022-07-14,25.04,43.59,0.0,8.788,5.2,0
9195,10,2022-07-15,5.21,45.52,0.0,8.753,6.3,0
9196,10,2022-07-16,39.99,34.76,0.0,8.734,8.16,0
9197,10,2022-07-17,17.09,76.73,0.0,8.713,6.59,1
9198,10,2022-07-18,29.13,23.72,0.0,8.693,4.75,0
9199,10,2022-07-19,15.69,34.22,0.0,8.673,2.78,0
9200,10,2022-07-20,19.42,29.43,0.0,8.659,3.94,0
9201,10,2022-07-21,-9.64,57.55,0.0,8.644,7.78,0
9202,10,2022-07-22,21.35,74.77,0.0,8.61,6.67,0
9203,10,2022-07-23,3.31,22.38,0.0,8.568,1.58,0
9204,10,2022-07-24,22.76,88.92,0.0,8.547,2.95,0
9205,10,2022-07-25,-1.0,60.72,0.0,8.517,6.58,0
9206,10,2022-07-26,21.29,25.34,0.0,8.497,4.89,0
9207,10,2022-07-27,26.63,43.52,0.0,8.474,4.05,0
9208,10,2022-07-28,32.18,47.8,0.0,8.459,6.87,0
9209,10,2022-07-29,16.45,43.93,0.0,8.436,3.99,0
9210,10,2022-07-30,14.59,34.63,0.0,8.407,5.51,0
9211,10,2022-07-31,19.67,27.96,0.0,8.367,1.36,0
9212,10,2022-08-01,3.79,65.56,0.0,8.352,1.82,0
9213,10,2022-08-02,33.53,39.18,0.0,8.341,4.92,0
9214,10,2022-08-03,15.03,24.42,0.0,8.313,3.81,0
9215,10,2022-08-04,7.26,88.51,0.0,8.294,5.88,0
9216,10,2022-08-05,16.17,24.46,0.0,8.25,6.39,0
9217,10,2022-08-06,29.71,72.3,0.0,8.222,1.49,0
9218,10,2022-08-07,39.55,24.35,0.0,8.2,5.93,0
9219,10,2022-08-08,31.19,23.82,0.0,8.169,6.45,0
9220,10,2022-08-09,4.31,89.03,0.0,8.126,5.55,0
9221,10,2022-08-10,7.12,25.56,0.0,8.078,5.37,0
9222,10,2022-08-11,-2.78,64.27,0.0,8.066,4.09,0
9223,10,2022-08-12,32.04,25.03,0.0,8.044,4.99,0
9224,10,2022-08-13,-2.67,22.15,0.0,8.014,4.41,0
9225,10,2022-08-14,3.42,84.9,0.0,7.983,2.96,0
9226,10,2022-08-15,1.86,70.37,0.0,7.953,5.86,0
9227,10,2022-08-16,11.97,47.39,0.0,7.934,3.3,0
9228,10,2022-08-17,36.27,20.97,0.0,7.914,6.14,0
9229,10,2022-08-18,31.3,28.21,0.0,7.871,5.76,0
9230,10,2022-08-19,13.16,51.25,0.0,7.838,2.81,0
9231,10,2022-08-20,38.52,51.97,0.0,7.822,6.02,0
9232,10,2022-08-21,24.57,87.65,0.0,7.804,6.05,0
9233,10,2022-08-22,34.75,84.23,0.0,7.787,4.48,0
9234,10,2022-08-23,32.73,59.57,0.0,7.738,4.26,0
9235,10,2022-08-24,36.87,37.88,0.0,7.719,5.67,0
9236,10,2022-08-25,34.02,26.66,0.0,7.675,4.95,0
9237,10,2022-08-26,37.62,53.96,0.0,7.633,4.46,0
9238,10,2022-08-27,38.48,81.73,0.0,7.621,3.24,0
9239,10,2022-08-28,20.29,73.73,0.0,7.589,6.78,0
9240,10,2022-08-29,20.05,23.84,0.0,7.577,8.82,0
9241,10,2022-08-30,16.82,40.25,0.0,7.531,5.42,0
9242,10,2022-08-31,31.88,77.54,0.0,7.518,5.6,0
9243,10,2022-09-01,4.36,45.53,0.0,7.486,7.47,0
9244,10,2022-09-02,8.46,41.57,0.0,7.457,5.82,0
9245,10,2022-09-03,38.27,67.94,0.0,7.412,9.16,0
9246,10,2022-09-04,9.71,53.27,0.0,7.369,4.3,0
9247,10,2022-09-05,23.82,27.39,0.0,7.331,4.81,0
9248,10,2022-09-06,28.08,70.72,0.0,7.288,1.49,0
9249,10,2022-09-07,13.17,36.77,0.0,7.246,5.88,0
9250,10,2022-09-08,26.16,24.32,0.0,7.211,4.73,0
9251,10,2022-09-09,23.69,43.78,0.0,7.181,6.12,0
9252,10,2022-09-10,-5.43,73.95,0.0,7.151,3.33,0
9253,10,2022-09-11,17.56,67.25,0.0,7.111,8.24,0
9254,10,2022-09-12,12.32,84.55,0.0,7.094,6.37,0
9255,10,2022-09-13,17.71,36.06,0.0,7.057,0.03,0
9256,10,2022-09-14,36.4,20.07,0.0,7.042,5.09,0
9257,10,2022-09-15,37.87,71.73,0.0,7.022,0.73,0
9258,10,2022-09-16,-2.99,77.37,0.0,6.987,2.97,0
9259,10,2022-09-17,31.23,34.46,0.0,6.95,6.95,0
9260,10,2022-09-18,31.16,89.67,0.0,6.918,8.74,0
9261,10,2022-09-19,-3.83,75.12,0.0,6.873,7.52,1
9262,10,2022-09-20,4.56,32.02,0.0,6.858,4.63,0
9263,10,2022-09-21,36.89,81.33,0.0,6.829,4.74,0
9264,10,2022-09-22,18.41,44.3,0.0,6.788,9.27,0
9265,10,2022-09-23,8.47,50.03,0.0,6.768,2.52,0
9266,10,2022-09-24,22.94,61.19,0.0,6.73,4.45,0
9267,10,2022-09-25,1.77,48.68,0.0,6.68,7.95,0
9268,10,2022-09-26,28.21,58.4,0.0,6.671,4.29,0
9269,10,2022-09-27,-6.44,74.55,0.0,6.644,1.5,0
9270,10,2022-09-28,-8.24,42.56,0.0,6.613,6.66,0
9271,10,2022-09-29,36.22,58.1,0.0,6.569,5.59,0
9272,10,2022-09-30,30.04,32.21,0.0,6.531,7.87,0
9273,10,2022-10-01,9.64,41.87,0.0,6.504,4.4,0
9274,10,2022-10-02,20.42,65.72,0.0,6.479,4.52,0
9275,10,2022-10-03,38.56,29.47,0.0,6.456,3.06,0
